sample_id,item_qid,preferred_label,serena_decision,blerina_decision,fabio_decision,serena_category,blerina_category,fabio_category,human_decision_majority,human_category_majority,adjudicated_final_label,adjudicated_final_category,adjudication_notes,llm_decision,llm_eventour_category,llm_confidence,llm_needs_review
ann_0397,Q133826837,Torre Snam,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0398,Q3995283,Torre Snia Viscosa,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0399,Q3995285,Torre Solaria,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0400,Q16616963,Torre Solea,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0401,Q30881055,Torre Unipol,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0402,Q3995592,Torre di Porta Romana,exclude,exclude,keep_poi,,,urban_landmark,exclude,,,,,candidate_exception,,0.78,True
ann_0403,Q131905286,Torri Giume,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.8,True
ann_0404,Q667974,TownHouse Galleria,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0405,Q111413080,Unahotels Scandinavia Milano,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0406,Q3551506,Università Vita-Salute San Raffaele,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.72,True
ann_0407,Q1073674,Università degli Studi di Milano-Bicocca,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.0,True
ann_0408,Q107098075,Via Antonio Pianella,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.0,True
ann_0409,Q107031029,Via Filippo Tajani,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.0,True
ann_0410,Q113141424,Via Milazzo 12,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0411,Q59471083,Via Monte Generoso 4,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.79,True
ann_0412,Q55293141,Via Ulrico Hoepli 5,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0413,Q59470589,Via Vittor Pisani 16,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0414,Q63724768,Via dei Giardini 7,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0415,Q55442993,Viale Abruzzi 94 - Via Nicola Antonio Porpora 10,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0416,Q134567442,Viale Beatrice d'Este 17,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0417,Q136327921,Villa Borletti,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0418,Q106632692,Villaggio La Postelegrafonica,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0419,Q112134535,Villaggio Olimpico di Milano,exclude,exclude,keep_context,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0420,Q7988921,Westin Palace Milan,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0421,Q111413069,Windsor Hotel Milano,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.75,True
ann_0422,Q16623514,World Join Center,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0423,Q98317531,albergo incompiuto di Ponte Lambro,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0424,Q64983710,biblioteca Dergano-Bovisa,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.0,True
ann_0425,Q124547741,biblioteca comunale rionale vigentina,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0426,Q3654700,campo di via Goldoni,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.72,True
ann_0427,Q85860464,casa Borella,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0428,Q117306367,casa Cozzi,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0429,Q113458501,casa Crespi,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0430,Q28669478,casa Crespi,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0431,Q28668086,casa Grondona,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0432,Q17462057,casa della Meridiana,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.0,True
ann_0433,Q131740852,cascina Besozzi,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.76,True
ann_0434,Q117124054,case ECA,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0435,Q106542504,case per la cooperativa «Un tetto»,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0436,Q104636529,cavalcavia Pietro Giordani,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0437,Q119075297,chiesa dei Santi Martino e Gerolamo Emiliani,exclude,exclude,keep_poi,,,religious_heritage,exclude,,,,,candidate_exception,,0.0,True
ann_0438,Q67599683,chiesa di Sant'Anselmo da Baggio Vescovo,exclude,exclude,keep_poi,,,religious_heritage,exclude,,,,,candidate_exception,,0.0,True
ann_0439,Q3673634,chiesa di Santa Maria alla Fontana,keep_poi,exclude,keep_poi,religious_heritage,,religious_heritage,keep_poi,religious_heritage,,,,candidate_exception,,0.0,True
ann_0440,Q18207393,chiesa di Santa Maria della Sanità,exclude,exclude,keep_poi,,,religious_heritage,exclude,,,,,candidate_exception,,0.0,True
ann_0441,Q107289882,cinema Adria Rugabella,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0442,Q55992879,cinema Alce,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0443,Q107289330,cinema Alexander,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0444,Q37158210,cinema Ambra,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.76,True
ann_0445,Q107289478,cinema Araldo,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0446,Q107289280,cinema Aramis,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0447,Q107289430,cinema Argo,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0448,Q107290225,cinema Astoria,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0449,Q107289240,cinema Golden,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.72,True
ann_0450,Q107468010,cinema Sempione,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0451,Q107289306,cinema Zodiaco,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0452,Q67025697,condominio Annunciata,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0453,Q3694607,corso Buenos Aires,keep_context,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.0,True
ann_0454,Q106414615,corso Buenos Aires 75,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0455,Q107477683,corso Buenos Aires 77-79,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0456,Q107477649,corso Buenos Aires 92,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0457,Q105069541,edificio Lanerossi,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0458,Q104671607,edificio Tecnimont,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0459,Q55387538,edificio della Chase Manhattan Bank,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.79,True
ann_0460,Q89123708,galleria Cavour,keep_context,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0461,Q118092532,largo Celestino Usuelli 1,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0462,Q106434478,largo Desio,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.0,True
ann_0463,Q106434476,largo La Foppa,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.75,True
ann_0464,Q106434470,largo dei Bersaglieri,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0465,Q42306715,molino Dorino,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0466,Q32114071,monumento a Giuseppe Verdi,keep_poi,keep_poi,keep_poi,monument_memorial,monument_memorial,monument_memorial,keep_poi,monument_memorial,,,,candidate_exception,,0.0,True
ann_0467,Q20008362,organo della chiesa di Sant'Antonio abate a Milano,exclude,exclude,keep_poi,,,religious_heritage,exclude,,,,,candidate_exception,,0.72,True
ann_0468,Q111534340,palazzo Corio Casati,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0469,Q108916782,palazzo Orti Antichi,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0470,Q133042572,palazzo SIE,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.75,True
ann_0471,Q122336940,palazzo del Consorzio Agrario,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.76,True
ann_0472,Q115408392,palazzo di via Larga 12 a Milano,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0473,Q3895365,parco Alessandrina Ravizza,exclude,keep_poi,keep_poi,,,park_garden_nature,keep_poi,,,,,candidate_exception,,0.0,True
ann_0474,Q107329537,piazza Angilberto II,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.0,True
ann_0475,Q106632715,piazza Carbonari 2,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.82,True
ann_0476,Q89123616,piazza Cavour 1,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0477,Q106629210,piazza IV Novembre 3,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.72,True
ann_0478,Q105064111,piazza Luigi di Savoia,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0479,Q127789437,piazza Madonna della Provvidenza,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0480,Q107417569,piazza Monte Titano,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.75,True
ann_0481,Q106633668,piazzale Carlo Maciachini 10,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.75,True
ann_0482,Q106363430,piazzale Giovanni delle Bande Nere,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.0,True
ann_0483,Q111082881,piazzale Principessa Clotilde 6,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0484,Q104650262,ponte Guido Crepax,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.75,True
ann_0485,Q104636519,ponte Richard Ginori,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0486,Q104650303,ponte di San Cristoforo,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0487,Q104650277,ponte ferroviario sul Naviglio Grande,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0488,Q104603303,ponte tranviario di Via Filippo Palizzi,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.82,True
ann_0489,Q119896130,quartiere Campania,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0490,Q18224388,quartiere Ettore Ponti,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.0,True
ann_0491,Q18224390,quartiere IACP Lorenteggio,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0492,Q20007351,quartiere Lagosta,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0493,Q111083028,quartiere-giardino Tito Livio,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0494,Q124962520,scurolo di San Carlo,exclude,keep_poi,exclude,,,,exclude,,,,,candidate_exception,,0.0,True
ann_0495,Q133566,stadio Giuseppe Meazza,keep_context,exclude,keep_poi,,,special_interest_attraction,,,,,,candidate_exception,,0.0,True
ann_0496,Q73904016,stadio Mario Giuriati,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.81,True
ann_0497,Q118095275,via Azzo Carbonera 21,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.76,True
ann_0498,Q106633178,via Carlo Farini 69,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0499,Q106633216,via Carlo Farini 71,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0500,Q111082992,via Edmondo De Amicis 49,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0501,Q59471545,via Edoardo Bassini 46,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0502,Q111083014,"via Felice Casati 39, via Carlo Tenca 1",exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0503,Q118092994,via Garofalo 4,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0504,Q111082971,via Giorgione 8,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0505,Q117124153,via Giovanni Pacini 76,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0506,Q111082817,via Giuseppe Ripamonti 156,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0507,Q119255833,via Larga 7,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0508,Q106633045,via Lepontina 13,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.75,True
ann_0509,Q118093737,via Monte Cervino 3,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.76,True
ann_0510,Q118093557,via Monte Cervino 4,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0511,Q107543213,via Vittor Pisani,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.0,True
ann_0512,Q107478858,via dei Giardini 16,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0513,Q126746787,via delle Forze Armate,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.0,True
ann_0514,Q59470795,viale Brianza 23,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0515,Q106734230,viale Vittorio Veneto 2,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.0,True
ann_0516,Q128201160,Q128201160,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0517,Q131338513,Q131338513,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0518,Q133545536,Q133545536,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0519,Q37158582,Cinema President,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,performing_arts_entertainment,0.64,True
ann_0520,Q16532522,Università degli Studi di Milano. Biblioteca di Filosofia,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,special_interest_attraction,0.72,True
ann_0521,Q113639759,Médiathèque Institut Français Milano,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,special_interest_attraction,0.72,True
ann_0522,Q113319501,"Bibliomediateca ""Laura Lepetit Maltini"" Casa delle donne di Milano",exclude,exclude,exclude,,,,exclude,,,,,keep_poi,special_interest_attraction,0.72,True
ann_0523,Q106637293,chiesa di Santa Maria Goretti,keep_poi,keep_poi,keep_poi,,,religious_heritage,keep_poi,,,,,keep_poi,religious_heritage,0.75,True
ann_0524,Q71543196,"Teatro ""La piccola Canobbiana""",keep_poi,keep_poi,keep_poi,,,district_streetscape,keep_poi,,,,,keep_poi,historic_architecture,0.75,True
ann_0525,Q119075357,chiesa di Santa Bernardetta,keep_poi,keep_poi,keep_poi,,,religious_heritage,keep_poi,,,,,keep_poi,religious_heritage,0.76,True
ann_0526,Q113319496,Biblioteca dell'Associazione NoMus,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,special_interest_attraction,0.76,True
ann_0527,Q81173353,Giulio Strazza spa,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,museum_collection,0.78,True
ann_0528,Q81173246,Fondazione Biblioteca di via Senato,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,museum_collection,0.78,True
ann_0529,Q53864810,Archivi Mondadori,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,museum_collection,0.78,True
ann_0530,Q113515453,Biblioteca dell'Istituto di ricerca sulla comunicazione A. Gemelli e C. Musatti,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,special_interest_attraction,0.78,True
ann_0531,Q113086134,Biblioteca della Civica scuola di liuteria,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,special_interest_attraction,0.78,True
ann_0532,Q113716387,Biblioteca Francescana di Milano,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,special_interest_attraction,0.78,True
ann_0533,Q26258029,Palazzo Carcassola Grandi,exclude,keep_poi,exclude,,,,exclude,,,,,keep_poi,historic_architecture,0.78,True
ann_0534,Q107289910,cinema Adua,exclude,keep_poi,exclude,,,,exclude,,,,,keep_poi,performing_arts_entertainment,0.78,True
ann_0535,Q107290110,cinema Alba,exclude,keep_poi,exclude,,,,exclude,,,,,keep_poi,performing_arts_entertainment,0.78,True
ann_0536,Q113611871,Biblioteca del Dipartimento di diritto privato e storia del diritto dell'Università degli studi di Milano,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,special_interest_attraction,0.78,True
ann_0537,Q113515437,Centro di documentazione del Touring Club Italiano. TCI,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,special_interest_attraction,0.78,True
ann_0538,Q3662008,Cassina Triulza,keep_context,exclude,exclude,,,,exclude,,,,,keep_poi,historic_architecture,0.78,True
ann_0539,Q110279400,Casa Barelli,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,historic_architecture,0.78,True
ann_0540,Q119075312,chiesa di Santa Gianna Beretta Molla,keep_poi,keep_poi,keep_poi,,,religious_heritage,keep_poi,,,,,keep_poi,religious_heritage,0.78,True
ann_0541,Q106632726,casa Melandri,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,historic_architecture,0.78,True
ann_0542,Q113515441,Biblioteca del Centro nazionale di studi manzoniani,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,special_interest_attraction,0.78,True
ann_0543,Q113319498,Centro studi Associazione Saveria Antiochia Osservatorio antimafia - SAO,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,special_interest_attraction,0.78,True
ann_0544,Q113515431,Biblioteca della Società Italiana di Scienze Naturali,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,science_education_attraction,0.78,True
ann_0545,Q134538687,Viale Beatrice d'Este 38,exclude,keep_poi,exclude,,,,exclude,,,,,keep_poi,historic_architecture,0.78,True
ann_0546,Q113525912,Biblioteca del Segretariato regionale per la Lombardia,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,special_interest_attraction,0.78,True
ann_0547,Q5180292,Cracco,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,special_interest_attraction,0.78,True
ann_0548,Q113319449,Biblioteca del Corriere della Sera,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,special_interest_attraction,0.78,True
ann_0549,Q113086132,Civica Biblioteca archeologica e numismatica di Milano,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,special_interest_attraction,0.78,True
ann_0550,Q81173413,Il Sole 24 Ore spa,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,museum_collection,0.78,True
ann_0551,Q113610845,Biblioteca San Barnaba dell'Istituto Zaccaria,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,special_interest_attraction,0.78,True
ann_0552,Q81173054,Dellera,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,museum_collection,0.78,True
ann_0553,Q113610842,Biblioteca Nazionale Giuseppe Dell'Osso dell'Accademia italiana della cucina,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,special_interest_attraction,0.78,True
ann_0554,Q81172408,Archivio provinciale dei cappuccini lombardi - Biblioteca francescano-cappuccina provinciale,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,museum_collection,0.78,True
ann_0555,Q113319487,Biblioteca della Fondazione Guido Lodovico Luzzatto,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,special_interest_attraction,0.78,True
ann_0556,Q119075355,chiesa di San Vito al Giambellino,keep_poi,keep_poi,keep_poi,,,religious_heritage,keep_poi,,,,,keep_poi,religious_heritage,0.78,True
ann_0557,Q81173243,Fondazione Arnoldo e Alberto Mondadori,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,museum_collection,0.78,True
ann_0558,Q113515435,Biblioteca dell'Istituto nazionale Ferruccio Parri,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,special_interest_attraction,0.78,True
ann_0559,Q3803773,Istituto Lombardo Accademia di Scienze e Lettere,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,science_education_attraction,0.78,True
ann_0560,Q113610835,Biblioteca del Goethe-Institut Mailand,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,science_education_attraction,0.78,True
ann_0561,Q112941686,Biblioteca Comunale Rionale Valvassori Peroni,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,special_interest_attraction,0.78,True
ann_0562,Q55993030,Cinema Abanella,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,performing_arts_entertainment,0.78,True
ann_0563,Q113528707,Biblioteca Storica del Politecnico di Milano,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,special_interest_attraction,0.8,True
ann_0564,Q113535857,Biblioteca della Fondazione Arnoldo e Alberto Mondadori,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,museum_collection,0.81,True
ann_0565,Q113515439,Biblioteca del Museo nazionale della scienza e della tecnologia Leonardo da Vinci,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,museum_collection,0.82,True
ann_0566,Q114868646,Pio Istituto oftalmico,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,historic_architecture,0.82,True
ann_0567,Q81172592,Cavalleri Mattavelli sas di Mattavelli Maurizio & C.,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,museum_collection,0.82,True
ann_0568,Q113515428,Biblioteca della Società umanitaria,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,special_interest_attraction,0.82,True
ann_0569,Q30880225,Cascina Monterobbio,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,historic_architecture,0.82,True
ann_0570,Q107289800,cinema Adriano,exclude,keep_poi,keep_poi,,,district_streetscape,keep_poi,,,,,keep_poi,performing_arts_entertainment,0.82,True
ann_0571,Q26258057,Palazzo Berardi,exclude,keep_poi,keep_poi,,,historic_architecture,keep_poi,,,,,keep_poi,historic_architecture,0.82,True
ann_0572,Q113515432,Biblioteca della Società per le belle arti ed esposizione permanente,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,special_interest_attraction,0.82,True
ann_0573,Q19841918,chiesa della Madonna della Fede,keep_poi,keep_poi,keep_poi,,,religious_heritage,keep_poi,,,,,keep_poi,religious_heritage,0.82,True
ann_0574,Q55395339,Casa del Cedro,keep_poi,keep_poi,keep_poi,,,,keep_poi,,,,,keep_poi,historic_architecture,0.82,True
ann_0575,Q3639660,Biblioteca dell'Istituto per la Scienza dell'Amministrazione Pubblica,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,special_interest_attraction,0.82,True
ann_0576,Q113515426,Biblioteca del Museo Bagatti Valsecchi,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,museum_collection,0.82,True
ann_0577,Q113092727,Biblioteca del Pontificio istituto ambrosiano di musica sacra - PIAMS,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,special_interest_attraction,0.82,True
ann_0578,Q113535858,Biblioteca della Fondazione Gustavo Sanvenero-Rosselli,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,science_education_attraction,0.82,True
ann_0579,Q134569077,Via Agnesi 15,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,historic_architecture,0.82,True
ann_0580,Q107289172,cinema Istria,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,historic_architecture,0.82,True
ann_0581,Q124360755,"Archivio della Chiesa di S. Fedele di Milano, Milano (I-Maf)",exclude,exclude,exclude,,,,exclude,,,,,keep_poi,museum_collection,0.82,True
ann_0582,Q107289582,cinema Europa,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,performing_arts_entertainment,0.82,True
ann_0583,Q55291707,corso Sempione 33,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,historic_architecture,0.82,True
ann_0584,Q113610843,Biblioteca dell'Archivio di Etnografia e Storia Sociale. AESS,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,special_interest_attraction,0.82,True
ann_0585,Q104812760,Biblioteca e Archivio del Capitolo Metropolitano di Milano,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,special_interest_attraction,0.82,True
ann_0586,Q26258070,Casa Bassanini,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,historic_architecture,0.82,True
ann_0587,Q102319593,Fondazione Corriere della Sera,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,museum_collection,0.82,True
ann_0588,Q1413761,Policlinico di Milano,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,historic_architecture,0.82,True
ann_0589,Q81173241,Fondazione Alessandro Durini,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,museum_collection,0.82,True
ann_0590,Q26258052,Domus Julia,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,historic_architecture,0.84,True
ann_0591,Q130314317,Edificio Leonardo Del Vecchio,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,historic_architecture,0.84,True
ann_0592,Q81173205,Falck spa,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,museum_collection,0.84,True
ann_0593,Q3621644,Archivio Storico Ricordi,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,museum_collection,0.84,True
ann_0594,Q3639650,Biblioteca d'arte del Castello Sforzesco,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,museum_collection,0.84,True
ann_0595,Q113610833,Biblioteca dei Servi di Milano,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,science_education_attraction,0.85,False
ann_0596,Q106434507,Largo Isabella d'Aragona,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,district_streetscape,0.85,False
ann_0597,Q111970524,edificio in via San Paolo 7 e via Agnello 6,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,historic_architecture,0.85,False
ann_0598,Q113527480,Biblioteca e Archivio dell'Istituto lombardo Accademia di scienze e lettere,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,special_interest_attraction,0.85,False
ann_0599,Q97136185,casa Fiocchi,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,historic_architecture,0.85,False
ann_0600,Q111569178,piazza Geremia Bonomelli,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,urban_landmark,0.85,False
ann_0601,Q21235146,Galleria Pesaro,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,gallery_art_space,0.85,False
